OSEBuildingID,TaxParcelIdentificationNumber,DataYear,BuildingType,BuildingName,CouncilDistrictCode,Neighborhood,YearBuilt,Address,City,State,ZipCode,Latitude,Longitude,PrimaryPropertyType,ListOfAllPropertyUseTypes,EPAPropertyType,TotalGHGEmissions,ENERGYSTARScore,YearsENERGYSTARCertified,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),GHGEmissions(MetricTonsCO2e),GHGEmissionsIntensity,GHGEmissionsIntensity(kgCO2e/ft2),NaturalGas(kBtu),NaturalGas(therms),Electricity(kBtu),Electricity(kWh),SteamUse(kBtu),OtherFuelUse(kBtu),PropertyGFATotal,PropertyGFABuilding(s),PropertyGFAParking,NumberofBuildings,NumberofFloors,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,Outlier,ComplianceIssue,ComplianceStatus
24579,7666205935,2019,NonResidential,SODO PARK BUILDING,2,GREATER DUWAMISH,1916,3200 1ST AVE S,SEATTLE,WA,98134,47.57507,-122.33349,Other,,Other,75,,,57.6,58.3,2200667,2170738,100.2,101,,2.7,,1313439,13134,857299,251260,0,,27760,27760,0,,1,Other,19715,Office,12000,Retail Store,6000,,No Issue,Compliant
24581,7666205945,2019,NonResidential,SODO DELI / BODY ZONE,2,GREATER DUWAMISH,1937,3228 1ST AVE S,SEATTLE,WA,98134,47.57459,-122.3339,Other - Entertainment/Public Assembly,,Other - Entertainment/Public Assembly,13.2,,,22.9,23.2,482447,475991,45.6,46,,0.6,,218828,2188,257163,75370,0,,20975,20975,0,,1,Other - Entertainment/Public Assembly,13144,Other,6600,Fast Food Restaurant,1070,,No Issue,Compliant
24585,7666205975,2019,NonResidential,GORLICK'S DIST CTR,2,GREATER DUWAMISH,1918,2944 1ST AVE S,SEATTLE,WA,98134,47.57619,-122.3339,Other,,Other,13.7,,,43.5,43.7,1139855,1135371,112.4,112.6,,0.5,,141949,1419,993422,291155,0,,26075,26075,0,,1,Other,26075,,,,,,No Issue,Compliant
24587,7666205990,2019,NonResidential,LANDER STATION BUSINESS PARK,2,GREATER DUWAMISH,1992,2730 OCCIDENTAL AVE S,SEATTLE,WA,98134,47.57881,-122.33273,Non-Refrigerated Warehouse,,Non-Refrigerated Warehouse,31.8,36,,44.4,44.1,1297730,1306252,94.3,94,,1.1,,506421,5064,799830,234417,0,,29394,29394,0,,1,Non-Refrigerated Warehouse,29394,,,,,,No Issue,Compliant
24588,7666206020,2019,Multifamily LR (1-4),RETAIL/ARTIST'S LOFT,2,GREATER DUWAMISH,1905,111 S LANDER ST,SEATTLE,WA,98134,47.57958,-122.33371,Other,,Multifamily LR (1-4),26.9,,,22.6,22.9,756654,745526,38.1,38.5,,0.8,,475268,4753,270258,79208,0,,33000,33000,0,,3,Other,30200,Retail Store,2800,,,,No Issue,Compliant
24589,7666206025,2019,NonResidential,A2ALLC (COLOR TILE),2,GREATER DUWAMISH,1926,2710 1ST AVE S,SEATTLE,WA,98134,47.57941,-122.3336,Non-Refrigerated Warehouse,,Non-Refrigerated Warehouse,11.6,73,,21.9,22.1,450678,446186,45.1,45.3,,0.6,,188537,1885,257649,75512,0,,20400,20400,0,,2,Non-Refrigerated Warehouse,15000,Office,5400,,,,No Issue,Compliant
24591,7666206040,2019,NonResidential,COLUMBIA PRINTING,2,GREATER DUWAMISH,1926,2724 1ST AVE S,SEATTLE,WA,98134,47.57893,-122.33374,Office,,Office,18.4,1,,147.3,147.3,2982966,2982966,412.3,412.3,,0.9,,0,0,2982966,874257,0,,20460,20460,0,,1,Office,11256,Non-Refrigerated Warehouse,9000,,,,No Issue,Compliant
24593,7666206065,2019,NonResidential,E-Z MINI STORAGE,2,GREATER DUWAMISH,1925,2400 1ST AVE S,SEATTLE,WA,98134,47.58168,-122.33369,Self-Storage Facility,,Self-Storage Facility,1.4,,,9,9,232658,232658,25.2,25.2,,0.1,,0,0,232658,68188,0,,25821,25821,0,,2,Self-Storage Facility,25821,,,,,,No Issue,Compliant
24598,7666206133,2019,NonResidential,DISTRIBUTORS WAREHOUSING CO,2,GREATER DUWAMISH,1955,2250 OCCIDENTAL AVE S,SEATTLE,WA,98134,47.58217,-122.33263,Refrigerated Warehouse,,Refrigerated Warehouse,6.3,35,,46.8,46.3,1012449,1022610,130.9,129.6,,0.3,,0,0,1022609,299710,0,,21870,21870,0,,2,Refrigerated Warehouse,21870,,,,,,Account Requires Verification,Not Compliant
24599,7666206136,2019,NonResidential,SOUTH LANDER BUSINESS PARK,2,GREATER DUWAMISH,1988,2454 OCCIDENTAL AVE S,SEATTLE,WA,98134,47.58069,-122.3325,Office,,Office,10.7,,,33.5,33.5,1738622,1738622,93.9,93.9,,0.2,,0,0,1738622,509561,0,,51664,51664,0,,1,Office,42423,Non-Refrigerated Warehouse,9430,,,,No Issue,Compliant
24600,7985400265,2019,NonResidential,NAVOS PSYCHIATRIC HOSPITAL,1,DELRIDGE NEIGHBORHOODS,1970,2600 SW HOLDEN ST,SEATTLE,WA,98126,47.53419,-122.36624,Medical Office,,Medical Office,100.1,89,,70.3,71.4,3115488,3065480,127.4,128.6,,2.3,,1730737,17307,1334743,391191,0,,43615,43615,0,,1,Medical Office,43615,,,,,,No Issue,Compliant
24601,7985400265,2019,NonResidential,Navos Office,1,DELRIDGE NEIGHBORHOODS,1970,2600 SW HOLDEN ST,SEATTLE,WA,98126,47.53419,-122.36624,Office,,Office,6.7,28,,64.9,65.6,1105891,1094119,181.8,183.7,,0.2,,0,0,1094119,320668,0,,36879,36879,0,,3,Office,16855,,,,,,No Issue,Compliant
24602,7985400296,2019,Nonresidential COS,SOUTHWEST PRECINCT (SEATTLE POLICE),1,DELRIDGE NEIGHBORHOODS,2002,2300 SW WEBSTER ST,SEATTLE,WA,98106,47.53578,-122.36205,Police Station,,Police Station,102,,,121.1,121.6,3442410,3426861,232.5,233.1,,3.6,,1722514,17225,1704347,499516,0,,28531,28531,0,,2,Police Station,28303,Parking,1100,,,,No Issue,Compliant
24603,7985400475,2019,NonResidential,PUBLIC STORAGE,1,DELRIDGE NEIGHBORHOODS,1982,7133 DELRIDGE WAY SW,SEATTLE,WA,98106,47.53846,-122.36175,Self-Storage Facility,,Self-Storage Facility,1.6,,,5.9,6,260225,258039,16.6,16.7,,0,,0,0,258039,75627,0,,36600,36600,0,,2,Self-Storage Facility,43556,,,,,,No Issue,Compliant
24604,7987400060,2019,NonResidential,WEST SEATTLE VENTURE LLC,1,SOUTHWEST,2004,3400 HARBOR AVE SW,SEATTLE,WA,98126,47.57269,-122.37056,Mixed Use Property,,Mixed Use Property,6.3,,,35.4,35.4,1023392,1022022,99,99.1,,0.2,,0,0,1022022,299538,0,,35176,35176,0,,5,Office,14452,Other,14452,,,,No Issue,Compliant
24607,8010100300,2019,Multifamily LR (1-4),CALIFORNIA PLACE,1,SOUTHWEST,1990,2735 CALIFORNIA AVE SW,SEATTLE,WA,98116,47.5784,-122.38687,Multifamily Housing,,Multifamily LR (1-4),7.4,30,,36.4,36.3,1201703,1205476,102,101.7,,0.2,,0,0,1205476,353305,0,,33084,33084,0,,4,Multifamily Housing,33084,,,,,,No Issue,Compliant
24614,8024202285,2019,SPS-District K-12,SAKAJAWEA ELEMENTARY (SPS-DISTRICT),5,NORTH,1959,9501 20TH AVE NE,SEATTLE,WA,98115,47.69845,-122.30747,K-12 School,,K-12 School,54.1,76,,40.3,41.2,1661312,1624473,72.1,73.5,,1.5,,938867,9389,685606,200940,0,,36701,36701,0,,1,K-12 School,40285,,,,,,No Issue,Compliant
24617,8029800000,2019,Multifamily LR (1-4),STONE VIEW COURT,5,NORTHWEST,2000,11550 STONE AVE N,SEATTLE,WA,98133,47.71382,-122.34175,Multifamily Housing,,Multifamily LR (1-4),14.2,86,,28.6,28.4,825856,832374,68.4,68,,0.5,,192992,1930,639382,187392,0,,29130,29130,0,,4,Multifamily Housing,29130,,,,,,No Issue,Compliant
24623,8033700140,2019,Multifamily LR (1-4),HAYES APARTMENTS,4,LAKE UNION,2016,3627 STONE WAY N,SEATTLE,WA,98103,47.65141,-122.34318,Multifamily Housing,,Multifamily LR (1-4),87.1,95,,28.3,28.4,3973757,3960818,62.5,62.6,,0.8,,1335527,13355,2625291,769429,0,,160743,114403,46340,,4,Multifamily Housing,140000,Parking,18954,,,,No Issue,Compliant
24624,8033700190,2019,NonResidential,BASTYR UNIVERSITY MEDICAL OFFICE BUILDING,4,LAKE UNION,1940,3670 STONE WAY N,SEATTLE,WA,98103,47.65231,-122.34217,College/University,,College/University,83.8,,,72.5,73.2,3029564,3000298,144.1,144.9,,3.2,,1390949,13909,1609350,471673,0,,41293,26050,15243,,2,College/University,26393,Medical Office,15000,,,,No Issue,Compliant
24626,8033700215,2019,Multifamily LR (1-4),RAY APARTMENTS,4,LAKE UNION,2015,3636 STONE WAY N,SEATTLE,WA,98103,47.65157,-122.34231,Multifamily Housing,,Multifamily LR (1-4),87.4,99,,35.3,35.5,3575835,3554520,74.5,74.8,,0.9,,1395509,13955,2159011,632770,0,,131034,102353,28681,,4,Multifamily Housing,95444,Parking,59850,Other - Restaurant/Bar,4316,,No Issue,Compliant
24629,3573700406,2019,NonResidential,TRI-NORTH DEPARTMENT STORES,2,GREATER DUWAMISH,1941,5000 1ST AVE S,SEATTLE,WA,98134,47.55718,-122.33288,Non-Refrigerated Warehouse,,Non-Refrigerated Warehouse,58.5,66,,34.9,35.2,1721614,1706045,61.1,61.5,,1.2,,1021578,10216,684467,200606,0,,48890,48890,0,,1,Non-Refrigerated Warehouse,30889,Office,18000,,,,No Issue,Compliant
24630,3573700408,2019,NonResidential,OFFICE BUILDING,2,GREATER DUWAMISH,2000,5030 1ST AVE S,SEATTLE,WA,98134,47.55658,-122.33322,Office,,Office,26.9,7,,100.2,100.2,4357599,4357599,280.7,280.7,,0.6,,0,0,4357598,1277139,0,,43473,43473,0,,3,Office,43473,,,,,,No Issue,Compliant
24631,3574000000,2019,Multifamily LR (1-4),INFINITY CONDOMINIUM,6,NORTHWEST,2002,7114 GREENWOOD AVE N,SEATTLE,WA,98103,47.68086,-122.35505,Multifamily Housing,,Multifamily LR (1-4),0.8,100,,6,6,131182,131182,16.8,16.8,,0,,0,0,131182,38447,0,,24090,24090,0,,4,Multifamily Housing,19473,Parking,2400,Bank Branch,1673,,Account Requires Verification,Not Compliant
24636,3624039009,2019,NonResidential,WESTWOOD VILLAGE - BUILDING E,1,DELRIDGE NEIGHBORHOODS,1990,2600 SW BARTON ST,SEATTLE,WA,98126,47.52254,-122.36627,Retail Store,,Retail Store,33.8,87,,37.6,38,1549599,1534259,83.1,83.5,,0.8,,517723,5177,1016536,297930,0,,40265,40265,0,,1,Retail Store,40793,,,,,,No Issue,Compliant
24640,3624039009,2019,NonResidential,WESTWOOD VILLAGE - BUILDING F,1,DELRIDGE NEIGHBORHOODS,2005,2600 SW BARTON ST,SEATTLE,WA,98126,47.52254,-122.36627,Retail Store,,Retail Store,36.6,66,,51.7,51.5,1668737,1676077,114.5,113.7,,1.4,,560378,5604,1115699,326993,0,,26208,26208,0,,1,Retail Store,32427,,,,,,No Issue,Compliant
24643,3624039128,2019,Multifamily MR (5-9),WESTWOOD HEIGHTS,1,DELRIDGE NEIGHBORHOODS,1978,9431 27TH AVE SW,SEATTLE,WA,98126,47.51795,-122.36801,Multifamily Housing,,Multifamily MR (5-9),87.7,59,,47.4,48,4823836,4764780,111.1,112.5,,0.9,,1241366,12414,3523415,1032654,0,,100536,100536,0,,7,Multifamily Housing,77577,Office,14189,Other,8770,,No Issue,Compliant
24645,3624039171,2019,Multifamily LR (1-4),ROXBURY VILLAGE,1,DELRIDGE NEIGHBORHOODS,2000,9409 27TH AVE SW,SEATTLE,WA,98126,47.51907,-122.36822,Multifamily Housing,,Multifamily LR (1-4),11,63,,36.1,36.5,1804730,1785671,101,102.1,,0.2,,0,0,1785671,523350,0,,49501,49501,0,,2,Multifamily Housing,49501,,,,,,No Issue,Compliant
24646,3624039172,2019,Nonresidential COS,SOUTHWEST COMMUNITY CENTER,1,DELRIDGE NEIGHBORHOODS,1975,2801 SW THISTLE ST,SEATTLE,WA,98126,47.52801,-122.36918,Other - Recreation,,Other - Recreation,272.5,,,188.9,190.9,7508672,7431070,314.2,316.2,,10,,4828867,48289,2602203,762662,0,,27227,27227,0,,2,Other - Recreation,39333,,,,,,No Issue,Compliant
24649,3626039053,2019,NonResidential,CROWN HILL ELEMENTARY CENTER,6,BALLARD,1926,9490 14TH AVE NW,SEATTLE,WA,98117,47.69766,-122.37346,Mixed Use Property,,Mixed Use Property,131.6,,,67.6,69,2925106,2865270,89,90.5,,3.1,,2427848,24278,437421,128201,0,,42172,42172,0,,1,Other - Education,12000,Other - Entertainment/Public Assembly,11400,Social/Meeting Hall,9100,,No Issue,Compliant
24650,3626039064,2019,Multifamily LR (1-4),BRATTAIN BUILDING,6,NORTHWEST,1929,8501 GREENWOOD AVE N,SEATTLE,WA,98103,47.69072,-122.35552,Mixed Use Property,,Multifamily LR (1-4),105.9,,,100.9,100.7,3832518,3837638,201.8,201.7,,2.8,,1751944,17519,2085694,611282,0,,38050,38050,0,,2,Restaurant,12996,Multifamily Housing,11196,Self-Storage Facility,8084,,No Issue,Compliant
24653,3626039310,2019,NonResidential,GREENWOOD SHOPPING CENTER,6,NORTHWEST,1953,100 N 85TH ST,SEATTLE,WA,98103,47.69061,-122.35731,Retail Store,,Retail Store,10.6,,,25.1,25.1,1280454,1278513,68.2,68.3,,0.2,,57447,574,1221066,357874,0,,51000,51000,0,,1,Retail Store,51000,,,,,,No Issue,Compliant
24657,6847700365,2019,Multifamily LR (1-4),ST INGBERT APTS,3,EAST,1928,309 E HARRISON ST,SEATTLE,WA,98102,47.62185,-122.32768,Multifamily Housing,,Multifamily LR (1-4),46.6,,,50.9,51.3,1448610,1437337,92.7,93.5,,1.6,,803600,8036,633737,185738,0,,38041,28235,9806,,4,Multifamily Housing,28235,Parking,9806,,,,No Issue,Compliant
24659,6847700395,2019,Multifamily LR (1-4),CARROLL AND KENSINGTON APTS,3,EAST,1908,305 BELLEVUE AVE E,SEATTLE,WA,98102,47.621,-122.32702,Multifamily Housing,,Multifamily LR (1-4),4.2,,,,,,,,,,0.1,,0,0,678887,198970,0,,74516,51294,23222,,4,Multifamily Housing,51294,Parking,23222,,,,Missing 2019 EUI or Electricity Data,Not Compliant
24660,6847700415,2019,Multifamily LR (1-4),JOEY RAY APT,3,EAST,1923,331 BELLEVUE AVE E,SEATTLE,WA,98102,47.62183,-122.32715,Multifamily Housing,,Multifamily LR (1-4),39.8,99,,37.8,38.5,1051464,1030995,60.1,60.9,,1.5,,712849,7128,318146,93243,0,,32292,27291,5001,,3,Multifamily Housing,27291,Parking,5001,,,,No Issue,Compliant
24663,6848200030,2019,Multifamily LR (1-4),ROY VIEW APTS,3,EAST,1924,615 BELLEVUE AVE E,SEATTLE,WA,98102,47.62478,-122.32684,Multifamily Housing,,Multifamily LR (1-4),43.2,48,,34.3,35,1595415,1564231,68.7,70,,0.9,,714780,7148,849451,248960,0,,45552,45552,0,,3,Multifamily Housing,45552,,,,,,No Issue,Compliant
24664,6848200060,2019,Multifamily MR (5-9),MELROSE TERRACE CO-OP,3,EAST,1961,308 E REPUBLICAN ST,SEATTLE,WA,98102,47.62332,-122.32755,Multifamily Housing,,Multifamily MR (5-9),158.5,96,,33.1,33.4,4844956,4801408,59.6,59.9,,1.4,,2745594,27456,2055814,602525,0,,144995,115511,29484,,9,Multifamily Housing,144995,,,,,,No Issue,Compliant
24667,6848200092,2019,Multifamily LR (1-4),AVANTE APTS,3,EAST,1964,525 BELLEVUE AVE E,SEATTLE,WA,98102,47.62392,-122.32706,Multifamily Housing,,Multifamily LR (1-4),3.4,,,24.7,24.8,553877,551659,69.2,69.5,,0.2,,0,0,551659,161682,0,,22326,22326,0,,4,Multifamily Housing,22326,,,,,,No Issue,Compliant
24668,6848200100,2019,Multifamily LR (1-4),MARWOOD APTS,3,EAST,1927,531 BELLEVUE AVE E,SEATTLE,WA,98102,47.62414,-122.32717,Multifamily Housing,,Multifamily LR (1-4),18.4,,,30,30.3,782301,773344,64.3,65.1,,0.7,,289633,2896,483711,141768,0,,25800,25800,0,,3,Multifamily Housing,25800,,,,,,No Issue,Compliant
24673,6848200125,2019,Multifamily LR (1-4),RED-LION-APTS,3,EAST,1948,328 BELLEVUE AVE E,SEATTLE,WA,98102,47.62179,-122.3264,Multifamily Housing,,Multifamily LR (1-4),77,69,,57.8,58.9,1740198,1705267,77.7,79,,2.6,,1416673,14167,288594,84582,0,,29528,29528,0,,3,Multifamily Housing,29528,,,,,,No Issue,Compliant
24688,6848200246,2019,Multifamily MR (5-9),HILLREE MANOR,3,EAST,1959,401 E MERCER ST,SEATTLE,WA,98102,47.62409,-122.32643,Multifamily Housing,,Multifamily MR (5-9),5.3,83,,33.6,34.2,869676,856004,94.1,95.6,,0.2,,0,0,856004,250880,0,,27910,25459,2451,,5,Multifamily Housing,25459,Parking,2451,,,,No Issue,Compliant
24689,6848200250,2019,Multifamily LR (1-4),DUMAR APARTMENTS,3,EAST,1961,520 BELLEVUE AVE E,SEATTLE,WA,98102,47.62386,-122.32644,Multifamily Housing,,Multifamily LR (1-4),3.1,96,,21.7,21.9,505149,500288,60.6,61.2,,0.1,,0,0,500289,146626,0,,23100,23100,0,,4,Multifamily Housing,23100,,,,,,No Issue,Compliant
24693,6848200275,2019,Multifamily LR (1-4),LORELEI APT,3,EAST,1966,501 SUMMIT AVE E,SEATTLE,WA,98102,47.62329,-122.3258,Multifamily Housing,,Multifamily LR (1-4),97.4,34,,67.9,69.3,2279178,2232990,95.3,96.8,,3,,1781612,17816,451378,132291,0,,37509,32880,4629,,4,Multifamily Housing,32880,Parking,4629,,,,No Issue,Compliant
24700,7666206275,2019,NonResidential,JUKE BOX CITY,2,GREATER DUWAMISH,1916,1950 1ST AVE S,SEATTLE,WA,98134,47.58452,-122.3337,Mixed Use Property,,Mixed Use Property,3.2,,,19.1,19.1,515384,515384,53.4,53.4,,0.1,,0,0,515384,151050,0,,27000,27000,0,,1,Other,9000,Other - Entertainment/Public Assembly,9000,Self-Storage Facility,9000,,Account Requires Verification,Not Compliant
24701,7666206400,2019,NonResidential,SHOWBOX SODO,2,GREATER DUWAMISH,1935,1700 1ST AVE S,SEATTLE,WA,98134,47.58787,-122.33365,Other - Entertainment/Public Assembly,,Other - Entertainment/Public Assembly,5.6,,,41.4,41.4,858153,858080,115.2,115.2,,0.3,,7521,75,850559,249285,0,,20747,20747,0,,2,Other - Entertainment/Public Assembly,11815,Restaurant,5120,Office,3812,,No Issue,Compliant
24705,7666206455,2019,NonResidential,BUDGET SALES,2,GREATER DUWAMISH,1928,1534 1ST AVE S,SEATTLE,WA,98134,47.58903,-122.33361,Non-Refrigerated Warehouse,,Non-Refrigerated Warehouse,27.8,71,,32.2,31.9,836208,844100,58.1,57.8,,0.7,,480811,4808,363289,106474,0,,40800,40800,0,,2,Non-Refrigerated Warehouse,20985,Office,5201,,,,No Issue,Compliant
24708,7666206631,2019,NonResidential,820 / OFC/WHSE BLDG,2,GREATER DUWAMISH,1920,820 1ST AVE S,SEATTLE,WA,98134,47.59508,-122.33378,Office,,Office,3.5,75,,28.6,28.6,575304,575484,80,79.9,,0.2,,0,0,575484,168665,0,,20150,20150,0,,2,Office,20150,,,,,,No Issue,Compliant
24710,7666206700,2019,NonResidential,F & O INC,2,GREATER DUWAMISH,1909,1020 1ST AVE S,SEATTLE,WA,98134,47.59347,-122.33369,Other,,Other,16.1,,,12.8,12.7,570085,572997,25.4,25.4,,0.4,,267713,2677,305284,89474,0,,44775,44775,0,,4,Other,44775,,,,,,No Issue,Compliant
24711,7666206865,2019,NonResidential,HEARTWOOD/FOBES 558,2,DOWNTOWN,1910,558 1ST AVE S,SEATTLE,WA,98134,47.59657,-122.33394,Office,,Office,9.4,71,,24.2,24.2,781195,780384,62.5,62.6,,0.3,,97620,976,682763,200106,0,,32250,32250,0,,5,Office,32250,,,,,,No Issue,Compliant
24712,7666206865,2019,NonResidential,HEARTWOOD/FOBES 562,2,DOWNTOWN,1909,562 1ST AVE S,SEATTLE,WA,98134,47.59639,-122.33368,Office,,Office,3.7,88,,19.2,19.2,605377,605377,53.8,53.8,,0.1,,0,0,605377,177426,0,,36000,36000,0,,7,Office,31500,,,,,,No Issue,Compliant
24714,7666206990,2019,NonResidential,GREAT FLOORS,2,GREATER DUWAMISH,1938,1251 1ST AVE S,SEATTLE,WA,98134,47.59081,-122.33487,Non-Refrigerated Warehouse,,Non-Refrigerated Warehouse,108.5,29,,66.3,68,2804762,2738227,103,104.7,,2.6,,1952089,19521,786138,230404,0,,41276,41276,0,,2,Non-Refrigerated Warehouse,24300,Retail Store,13284,Office,3692,,Default Data,Not Compliant
24716,7666207070,2019,NonResidential,PACIFIC COMMERCIAL,2,GREATER DUWAMISH,1937,85 S ATLANTIC ST,SEATTLE,WA,98134,47.58999,-122.33539,Refrigerated Warehouse,,Refrigerated Warehouse,20.8,,,47.2,47.4,1155411,1149257,111.1,111.3,,0.9,,292739,2927,856517,251031,0,,24430,24430,0,,2,Refrigerated Warehouse,15667,Other,8690,,,,No Issue,Compliant
24717,7666207085,2019,NonResidential,1701 1ST AVE S,2,GREATER DUWAMISH,1910,1701 1ST AVE S,SEATTLE,WA,98134,47.58788,-122.33458,Other,,Other,0.1,,,0.7,0.7,17890,17890,2,2,,0,,0,0,17889,5243,0,,27690,27690,0,,3,Other,24717,Parking,0,,,,Account Requires Verification,Not Compliant
24720,7666207100,2019,NonResidential,GUARDIAN SECURITY SYSTEMS,2,GREATER DUWAMISH,1927,1743 1ST AVE S,SEATTLE,WA,98134,47.58686,-122.33469,Office,,Office,9.7,90,,37.4,37.1,836682,843408,97.1,96.4,,0.4,,96269,963,747140,218974,0,,22580,22580,0,,1,Office,22580,,,,,,No Issue,Compliant
24722,8043800000,2019,Multifamily LR (1-4),STRATA APTS,1,SOUTHWEST,1987,6312 CALIFORNIA AVE SW,SEATTLE,WA,98136,47.54635,-122.38691,Multifamily Housing,,Multifamily LR (1-4),8.9,72,,32.7,32.9,1444973,1436166,91.5,92,,0.2,,0,0,1436166,420916,0,,54871,54871,0,,4,Multifamily Housing,43955,Parking,0,,,,No Issue,Compliant
24739,8080400055,2019,Multifamily LR (1-4),WHITWORTH APTS,3,EAST,1927,1619 E JOHN ST,SEATTLE,WA,98112,47.61951,-122.31066,Multifamily Housing,,Multifamily LR (1-4),105.9,99,,42.3,43.3,2355784,2304677,55.7,56.7,,3,,1952888,19529,351789,103103,0,,45192,35874,9318,,4,Multifamily Housing,54451,Parking,3024,,,,No Issue,Compliant
24741,8080400165,2019,Multifamily LR (1-4),LAURELTON APTS,3,EAST,1928,1820 16TH AVE,SEATTLE,WA,98122,47.61833,-122.31111,Multifamily Housing,,Multifamily LR (1-4),4.3,71,,31.2,32.1,723231,704718,87.5,89.8,,0.2,,0,0,704718,206541,0,,22553,22553,0,,4,Multifamily Housing,22553,,,,,,No Issue,Compliant
24743,8080400185,2019,Multifamily LR (1-4),HILLCREST APTS,3,EAST,1909,1616 E HOWELL ST,SEATTLE,WA,98122,47.61785,-122.31068,Multifamily Housing,,Multifamily LR (1-4),66.8,63,,54.3,54.1,1488704,1492617,73.8,73.7,,2.4,,1227706,12277,264911,77641,0,,27504,27504,0,,3,Multifamily Housing,27504,,,,,,No Issue,Compliant
24746,8080900020,2019,Multifamily LR (1-4),FRED LIND MANOR,3,SHARED: CENTRAL &amp; EAST,1988,1802 17TH AVE,SEATTLE,WA,98122,47.61806,-122.30984,Senior Care Community,,Multifamily LR (1-4),118.7,,,59.6,60.1,3845743,3814208,111.4,112,,1.9,,2027119,20271,1787089,523766,0,,63998,63998,0,,4,Senior Care Community,63998,Parking,0,,,,No Issue,Compliant
24750,8080900110,2019,Multifamily LR (1-4),ROXBOROUGH APTS,3,SHARED: CENTRAL &amp; EAST,1920,1720 E DENNY WAY,SEATTLE,WA,98122,47.61867,-122.30907,Multifamily Housing,,Multifamily LR (1-4),0,,,,,,,,,,0,,0,0,0,0,0,,24084,24084,0,,3,Multifamily Housing,18063,,,,,,Missing 2019 EUI or Electricity Data,Not Compliant
24751,8080900140,2019,Multifamily LR (1-4),RUTH COURT APARTMENTS,3,SHARED: CENTRAL &amp; EAST,2016,123 18TH AVE E,SEATTLE,WA,98112,47.61921,-122.30915,Multifamily Housing,,Multifamily LR (1-4),35.2,97,,24.6,24.6,1550595,1552094,53.8,53.6,,0.6,,546271,5463,1005823,294790,0,,72856,62988,9868,,4,Multifamily Housing,62988,Parking,9868,,,,No Issue,Compliant
24752,8080930000,2019,Multifamily MR (5-9),SUMMIT AT MADISON PARK APARTMENTS,3,CENTRAL,2004,2201 E MADISON ST,SEATTLE,WA,98112,47.61809,-122.30364,Multifamily Housing,,Multifamily MR (5-9),325.1,69,,44.6,44.8,10767821,10729659,84.8,84.9,,1.2,,5515756,55158,5213904,1528108,0,,436074,279077,156997,,6,Multifamily Housing,186618,Other,53952,,,,No Issue,Compliant
24758,3225049017,2019,NonResidential,WAREHOUSE,3,CENTRAL,1962,1120 12TH AVE,SEATTLE,WA,98122,47.61234,-122.31628,Self-Storage Facility,,Self-Storage Facility,0.7,,,4.6,4.5,110258,111240,12.8,12.7,,0,,215,2,111025,32540,0,,24248,24248,0,,1,Self-Storage Facility,24248,,,,,,No Issue,Compliant
24764,3226049228,2019,Multifamily MR (5-9),LUXE AT MERIDIAN APTS,5,NORTHWEST,1970,10306 MERIDIAN AVE N,SEATTLE,WA,98133,47.70349,-122.33279,Multifamily Housing,,Multifamily MR (5-9),35.7,79,,38.3,38.1,4056384,4073281,103.5,103,,0.3,,225339,2253,3847941,1127767,0,,127230,127230,0,,9,Multifamily Housing,106400,Parking,11826,Swimming Pool,0,,No Issue,Compliant
24765,3226049298,2019,Multifamily LR (1-4),LA ROMARR APT'S,5,NORTH,1967,10014 5TH AVE NE,SEATTLE,WA,98125,47.70198,-122.32285,Multifamily Housing,,Multifamily LR (1-4),4.1,60,,32.7,32.9,663147,658511,91.6,92.2,,0.2,,0,0,658511,192999,0,,20132,20132,0,,4,Multifamily Housing,20132,,,,,,No Issue,Compliant
24769,3226049568,2019,NonResidential,ALJOYA THORNTON PLACE,5,NORTH,2009,10001 5TH AVE NE,SEATTLE,WA,98125,47.70178,-122.32352,Senior Care Community,,Senior Care Community,250.3,91,,42,41.9,10242989,10257506,88.9,88.9,,1.4,,3984490,39845,6273017,1838516,0,,244500,179775,64725,,6,Senior Care Community,244500,,,,,,No Issue,Compliant
24772,3260500000,2019,Multifamily LR (1-4),HERITAGE PLACE CONDOMINIUM,5,SHARED: NORTH &amp; NORTHWEST,1980,12027 15TH AVE NE,SEATTLE,WA,98125,47.71642,-122.31292,Multifamily Housing,,Multifamily LR (1-4),3.9,96,,20.3,20.5,631677,625178,56.8,57.4,,0.1,,0,0,625178,183229,0,,33034,33034,0,,4,Multifamily Housing,30824,Parking,1114,,,,No Issue,Compliant
24775,3274900000,2019,Multifamily LR (1-4),HIDDEN CREEK VILLAGE CONDOMINIUM,5,NORTH,1979,13751 32ND AVE NE,SEATTLE,WA,98125,47.72917,-122.2937,Multifamily Housing,,Multifamily LR (1-4),14.8,71,,27.3,27.5,2421777,2402750,76.4,77,,0.2,,0,0,2402750,704206,0,,88096,88096,0,,4,Multifamily Housing,88096,Swimming Pool,0,,,,No Issue,Compliant
