,Unnamed: 0,OSEBuildingID,TaxParcelIdentificationNumber,DataYear,BuildingType,BuildingName,NaturalGas(kBtu),Electricity(kBtu),SteamUse(kBtu),PropertyGFATotal,PropertyGFABuilding(s),PropertyGFAParking,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,OSE Building Type,LargestPropertyUseType OSE,SecondLargestPropertyUseType OSE,ThirdLargestPropertyUseType OSE,LargestPropertyUseType OSE GFA for Policy,SecondLargestPropertyUseType OSE GFA for Policy,ThirdLargestPropertyUseType OSE GFA for Policy,Total GFA for Policy,LargestPropertyUseType Percent GFA,SecondLargestPropertyUseType Percent GFA,ThirdLargestPropertyUseType Percent GFA,sq_ft_classification
1610,1630,23008,2926049163,2019,NonResidential,DISPLAY COSTUMES,883997,1228032,0,32009,32009,0,Non-Refrigerated Warehouse,26546.0,Retail Store,25603.0,Office,3545.0,NonResidential,Non-Refrigerated Warehouse,Retail Store,Office,26546.0,25603.0,3545.0,55694.0,0.4766402125902251,0.4597084066506266,0.0636513807591482,C
1611,1631,23009,2926049166,2019,Multifamily LR (1-4),NORTHGATE VIEW #3,0,617744,0,24552,24552,0,Multifamily Housing,24552.0,,,,,Multifamily,Multifamily Housing,,,24552.0,0.0,0.0,24552.0,1.0,0.0,0.0,E
1612,1632,23010,2926049178,2019,Multifamily MR (5-9),CEDARVALE HOUSE & VILLAGE,861576,2932143,0,88340,88340,0,Multifamily Housing,88340.0,,,,,Multifamily,Multifamily Housing,,,88340.0,0.0,0.0,88340.0,1.0,0.0,0.0,C
1613,1633,23011,2926049223,2019,NonResidential,BEVMO PLAZA,0,1253027,0,41615,41615,0,Retail Store,41615.0,,,,,NonResidential,Retail Store,,,41615.0,0.0,0.0,41615.0,1.0,0.0,0.0,D
1614,1634,23017,2926049266,2019,NonResidential,FIFTH AVENUE MEDICAL CENTER,444013,802592,0,28841,28841,0,Medical Office,28841.0,,,,,NonResidential,Office,,,28841.0,0.0,0.0,28841.0,1.0,0.0,0.0,E
1615,1635,23020,2926049287,2019,NonResidential,NORTHGATE SELF STORAGE,0,160507,0,33344,33344,0,Self-Storage Facility,31360.0,Office,984.0,Parking,0.0,NonResidential,Self-Storage Facility,Office,,31360.0,984.0,0.0,32344.0,0.9695770467474648,0.0304229532525352,0.0,D
1616,1636,23022,2926049431,2019,Nonresidential COS,NORTHGATE COMMUNITY CENTER & PARK,1288489,1204916,0,30498,30498,0,Other - Recreation,30498.0,,,,,NonResidential,Entertainment/Public Assembly,,,30498.0,0.0,0.0,30498.0,1.0,0.0,0.0,D
1617,1637,23025,2926049469,2019,Multifamily MR (5-9),NORTHAVEN SENIOR LIVING,1527319,5192460,0,124904,124904,0,Senior Care Community,124848.0,,,,,Multifamily,Senior Living Community,,,124848.0,0.0,0.0,124848.0,1.0,0.0,0.0,B
1618,1638,23026,2926049503,2019,Multifamily LR (1-4),ROOSEVELT RIDGE APTS,0,1328822,0,44645,37588,7057,Multifamily Housing,37588.0,Parking,7057.0,,,Multifamily,Multifamily Housing,,,37588.0,7057.0,0.0,44645.0,0.8419307873222085,0.1580692126777914,0.0,D
1619,1639,23028,2953700000,2019,Multifamily LR (1-4),GUIRY/SCHILLISTAD CONDOMINIUM,0,1143187,0,44104,44104,0,Multifamily Housing,21000.0,Office,11100.0,Retail Store,11100.0,Multifamily,Multifamily Housing,Office,Retail Store,21000.0,11100.0,11100.0,43200.0,0.4861111111111111,0.2569444444444444,0.2569444444444444,D
1620,1640,23031,2997800006,2019,Multifamily LR (1-4),ALKI PLACE APTS,0,558121,0,24711,24711,0,Multifamily Housing,24711.0,,,,,Multifamily,Multifamily Housing,,,24711.0,0.0,0.0,24711.0,1.0,0.0,0.0,E
1621,1641,23040,3004800005,2019,NonResidential,HOLY FAMILY SCHOOL,601016,118821,0,42975,42975,0,K-12 School,21405.0,,,,,NonResidential,K-12 School,,,21405.0,0.0,0.0,21405.0,1.0,0.0,0.0,E
1622,1642,23047,3021700000,2019,Multifamily LR (1-4),HALCON CONDOMINIUM,0,521490,0,21552,21552,0,Multifamily Housing,21552.0,,,,,Multifamily,Multifamily Housing,,,21552.0,0.0,0.0,21552.0,1.0,0.0,0.0,E
1623,1643,23049,3024049018,2019,NonResidential,FIRST STUDENT,1065103,783071,0,23260,23260,0,"Repair Services (Vehicle, Shoe, Locksmith, etc)",13075.0,Office,10185.0,,,NonResidential,Services,Office,,13075.0,10185.0,0.0,23260.0,0.5621238177128117,0.4378761822871883,0.0,E
1624,1644,23050,3024049024,2019,Multifamily LR (1-4),THE OVERLOOK AT WESTRIDGE,358865,4472289,0,298714,287722,10992,Multifamily Housing,142989.0,Other,3155.0,,,Multifamily,Multifamily Housing,Other,,142989.0,3155.0,0.0,146144.0,0.9784117035252902,0.0215882964747098,0.0,B
1625,1645,23051,3024049026,2019,NonResidential,MACDONALD MILLER,575504,1797535,0,30659,30659,0,Office,41840.0,Non-Refrigerated Warehouse,2323.0,Data Center,285.0,NonResidential,Office,Non-Refrigerated Warehouse,,41840.0,2323.0,285.0,44448.0,0.941324694024478,0.0522633189344852,0.0064119870410367,D
1626,1646,23056,3025049004,2019,NonResidential,NATIONAL SIGN CO,535463,434311,0,27144,27144,0,Other,27144.0,,,,,NonResidential,Other,,,27144.0,0.0,0.0,27144.0,1.0,0.0,0.0,E
1627,1647,23064,3026049008,2019,NonResidential,EVERGREEN-WASHELLI,3989256,7,0,23166,23166,0,Other,23166.0,,,,,NonResidential,Other,,,23166.0,0.0,0.0,23166.0,1.0,0.0,0.0,E
1628,1648,23071,3026049130,2019,Campus,UW NORTHWEST HOSPITAL & MEDICAL CENTER - CAMPUS,57216375,0,0,668027,401194,266833,Hospital (General Medical & Surgical),341493.0,Parking,264419.0,,,Campus,Hospital,,,341493.0,264419.0,0.0,605912.0,0.5636016451233843,0.4363983548766157,0.0,A
1629,1649,23074,3026049140,2019,Multifamily LR (1-4),AKI KUROSE VILLAGE,0,2016844,0,29810,29810,0,Multifamily Housing,37296.0,Office,40.0,Parking,0.0,Multifamily,Multifamily Housing,Office,,37296.0,40.0,0.0,37336.0,0.9989286479537176,0.0010713520462824,0.0,D
1630,1650,23075,3033600000,2019,Multifamily LR (1-4),HALLER LAKE CONDOMINIUM,0,562463,0,24163,24163,0,Multifamily Housing,24163.0,Parking,5000.0,,,Multifamily,Multifamily Housing,,,24163.0,5000.0,0.0,29163.0,0.8285498748414086,0.1714501251585913,0.0,E
1631,1651,23076,3034200285,2019,NonResidential,NORTH SEATTLE ALLIANCE CHURCH,1576259,743634,0,44719,44719,0,Worship Facility,44719.0,,,,,NonResidential,Worship Facility,,,44719.0,0.0,0.0,44719.0,1.0,0.0,0.0,D
1632,1652,23078,3043200045,2019,Multifamily LR (1-4),Mary Ruth Manor,0,585081,0,20368,20368,0,Multifamily Housing,20368.0,,,,,Multifamily,Multifamily Housing,,,20368.0,0.0,0.0,20368.0,1.0,0.0,0.0,E
1633,1653,23080,3043200100,2019,Multifamily LR (1-4),PRINCE OF WALES APTS,1554185,309441,0,22059,22059,0,Multifamily Housing,22059.0,,,,,Multifamily,Multifamily Housing,,,22059.0,0.0,0.0,22059.0,1.0,0.0,0.0,E
1634,1654,23098,3086003145,2019,NonResidential,HILLTOP RED APPLE MARKET,2455125,3017623,0,21603,21603,0,Supermarket/Grocery Store,21603.0,,,,,NonResidential,Supermarket/Grocery Store,,,21603.0,0.0,0.0,21603.0,1.0,0.0,0.0,E
1635,1655,23101,3110430000,2019,Multifamily HR (10+),HARBOR HOUSE ON QUEEN ANNE CONDOMINIUM,184346,2274078,0,65538,65538,0,Multifamily Housing,65538.0,,,,,Multifamily,Multifamily Housing,,,65538.0,0.0,0.0,65538.0,1.0,0.0,0.0,C
1636,1656,23102,3110500000,2019,Multifamily HR (10+),HARBOUR HEIGHTS CONDOMINIUM,1492164,2986629,0,125258,125258,0,Multifamily Housing,112950.0,Office,8636.0,Swimming Pool,0.0,Multifamily,Multifamily Housing,Office,Recreation,112950.0,8636.0,0.0,121586.0,0.9289720856019608,0.0710279143980392,0.0,B
1637,1657,23103,3110580000,2019,Multifamily LR (1-4),HARBOR LANDING CONDOMINIUM,294729,690575,0,26148,26148,0,Multifamily Housing,26148.0,,,,,Multifamily,Multifamily Housing,,,26148.0,0.0,0.0,26148.0,1.0,0.0,0.0,E
1638,1658,23104,3110620000,2019,Multifamily LR (1-4),HARBOR LIGHTS WEST CONDOMINIUM,0,693213,0,24847,24847,0,Multifamily Housing,24847.0,,,,,Multifamily,Multifamily Housing,,,24847.0,0.0,0.0,24847.0,1.0,0.0,0.0,E
1639,1659,23105,3110650000,2019,Multifamily LR (1-4),HARBOR CREST CONDOMINIUM,0,746090,0,26827,26827,0,Multifamily Housing,22356.0,,,,,Multifamily,Multifamily Housing,,,22356.0,0.0,0.0,22356.0,1.0,0.0,0.0,E
1640,1660,23106,3110700000,2019,Multifamily MR (5-9),HARBOR PARK CONDOMINIUM,881476,1566604,0,63414,57233,6181,Multifamily Housing,47320.0,Parking,3165.0,,,Multifamily,Multifamily Housing,,,47320.0,3165.0,0.0,50485.0,0.937308111320194,0.0626918886798058,0.0,C
1641,1661,23107,3110710000,2019,Multifamily MR (5-9),HARBOR PLACE CONDOMINIUM,699532,1077886,0,68400,68400,0,Multifamily Housing,34079.0,,,,,Multifamily,Multifamily Housing,,,34079.0,0.0,0.0,34079.0,1.0,0.0,0.0,D
1642,1662,23109,3110740000,2019,Multifamily LR (1-4),HARBOUR HOUSE AT LESCHI CONDOMINIUM,0,781657,0,33331,33331,0,Multifamily Housing,27791.0,Parking,5540.0,,,Multifamily,Multifamily Housing,,,27791.0,5540.0,0.0,33331.0,0.833788365185563,0.166211634814437,0.0,D
1643,1663,23110,3110750000,2019,Multifamily LR (1-4),HARBOR WEST CONDOMINIUM,0,1566799,0,68815,68815,0,Multifamily Housing,68815.0,,,,,Multifamily,Multifamily Housing,,,68815.0,0.0,0.0,68815.0,1.0,0.0,0.0,C
1644,1664,23111,3110810000,2019,Multifamily MR (5-9),HARBOUR VISTA CONDOMINIUM,298857,775542,0,31027,31027,0,Multifamily Housing,33500.0,,,,,Multifamily,Multifamily Housing,,,33500.0,0.0,0.0,33500.0,1.0,0.0,0.0,D
1645,1665,23113,3117000005,2019,Campus,KAISER PERMANENTE CAPITOL HILL - Campus,60403094,44165952,0,882282,674282,208000,Medical Office,520187.0,Parking,282392.0,Other/Specialty Hospital,54159.0,Campus,Office,,Hospital,520187.0,282392.0,54159.0,856738.0,0.6071716207288576,0.3296130205500398,0.0632153587211026,A
1646,1666,23115,3124049001,2019,NonResidential,"INTERMOUNTAIN SUPPLY, INC.",0,426981,0,42900,42900,0,Distribution Center,43050.0,,,,,NonResidential,Non-Refrigerated Warehouse,,,43050.0,0.0,0.0,43050.0,1.0,0.0,0.0,D
1647,1667,23117,3124049024,2019,Campus,Joint Training Facilities CAMPUS combined with #23118,1952883,1576607,0,57952,57952,0,Adult Education,47000.0,,,,,Campus,Other,,,47000.0,0.0,0.0,47000.0,1.0,0.0,0.0,D
1648,1668,23120,3124049151,2019,NonResidential,"WASTE MANAGEMENT MAINTENANCE SHED, BLDG A",2295029,773073,0,26232,26232,0,Other - Services,18262.0,Office,7970.0,,,NonResidential,Services,Office,,18262.0,7970.0,0.0,26232.0,0.6961726136017078,0.3038273863982921,0.0,E
1649,1669,23125,3124049216,2019,Multifamily MR (5-9),ARROWHEAD GARDENS,3494670,9081222,0,435501,369934,65567,Multifamily Housing,338660.0,Parking,39820.0,Office,25747.0,Multifamily,Multifamily Housing,,Office,338660.0,39820.0,25747.0,404227.0,0.8377965845923206,0.0985090060782679,0.0636944093294114,A
1650,1670,23128,2887800000,2019,Multifamily LR (1-4),GREEN LAKE TERRACE CONDOMINIUM,0,342647,0,25472,22472,3000,Multifamily Housing,20842.0,,,,,Multifamily,Multifamily Housing,,,20842.0,0.0,0.0,20842.0,1.0,0.0,0.0,E
1651,1671,23130,2887900000,2019,Multifamily LR (1-4),GREEN LAKE VISTA CONDOMINIUM,83525,687563,0,28918,28918,0,Multifamily Housing,28918.0,,,,,Multifamily,Multifamily Housing,,,28918.0,0.0,0.0,28918.0,1.0,0.0,0.0,E
1652,1672,23132,2892900000,2019,Multifamily LR (1-4),GREENTREE CONDOMINIUM,0,838415,0,43035,43035,0,Multifamily Housing,28543.0,Parking,10807.0,,,Multifamily,Multifamily Housing,,,28543.0,10807.0,0.0,39350.0,0.7253621346886913,0.2746378653113088,0.0,D
1653,1673,23161,8170100415,2019,NonResidential,LESCHI CENTER,0,1702874,0,45145,45145,0,Medical Office,45145.0,,,,,NonResidential,Office,,,45145.0,0.0,0.0,45145.0,1.0,0.0,0.0,D
1654,1674,23162,8170100420,2019,Multifamily MR (5-9),LESCHI HOUSE,0,1885372,0,68669,68669,0,Multifamily Housing,68669.0,,,,,Multifamily,Multifamily Housing,,,68669.0,0.0,0.0,68669.0,1.0,0.0,0.0,C
1655,1675,23163,8170100430,2019,NonResidential,PEARL WARREN BUILDING,1096380,1051767,0,40227,23515,16712,Office,43813.0,,,,,NonResidential,Office,,,43813.0,0.0,0.0,43813.0,1.0,0.0,0.0,D
1656,1676,23164,8170100455,2019,NonResidential,THE WELLER BUILDING,307266,1794280,0,70332,48237,22095,Office,44417.0,Parking,25915.0,,,NonResidential,Office,,,44417.0,25915.0,0.0,70332.0,0.6315332992094637,0.3684667007905363,0.0,C
1657,1677,23166,8556200000,2019,Multifamily LR (1-4),TAIYO CONDOMINIUM,0,498678,0,24192,24192,0,Multifamily Housing,24192.0,,,,,Multifamily,Multifamily Housing,,,24192.0,0.0,0.0,24192.0,1.0,0.0,0.0,E
1658,1678,23167,8560600000,2019,Multifamily MR (5-9),TALISMAN CONDOMINIUM,0,1692294,0,44616,44616,0,Multifamily Housing,44702.0,,,,,Multifamily,Multifamily Housing,,,44702.0,0.0,0.0,44702.0,1.0,0.0,0.0,D
1659,1679,23170,8565100000,2019,Multifamily LR (1-4),THE COURT AT NORTHGATE,13480,3234626,0,135955,135955,0,Multifamily Housing,135955.0,Parking,0.0,Swimming Pool,0.0,Multifamily,Multifamily Housing,,Recreation,135955.0,0.0,0.0,135955.0,1.0,0.0,0.0,B
1660,1680,23172,8566800000,2019,Multifamily LR (1-4),"TAVONA CONDOMINIUM, UNIT C - 3",0,1785491,0,66013,66013,0,Multifamily Housing,48550.0,Parking,12032.0,,,Multifamily,Multifamily Housing,,,48550.0,12032.0,0.0,60582.0,0.8013931530817735,0.1986068469182265,0.0,C
1661,1681,23173,8567000000,2019,Multifamily MR (5-9),TAYLOR,0,799580,0,21822,21822,0,Multifamily Housing,21822.0,,,,,Multifamily,Multifamily Housing,,,21822.0,0.0,0.0,21822.0,1.0,0.0,0.0,E
1662,1682,23174,8567250000,2019,Multifamily LR (1-4),TAYLOR ANNE CONDOMINIUM,124269,741352,0,27918,27918,0,Multifamily Housing,27977.0,,,,,Multifamily,Multifamily Housing,,,27977.0,0.0,0.0,27977.0,1.0,0.0,0.0,E
1663,1683,23175,8567500000,2019,Multifamily LR (1-4),TAYLOR-LEE CONDOMINIUM,0,667240,0,34590,34590,0,Multifamily Housing,34590.0,,,,,Multifamily,Multifamily Housing,,,34590.0,0.0,0.0,34590.0,1.0,0.0,0.0,D
1664,1684,23177,8568260000,2019,Multifamily LR (1-4),TANGLETOWN CONDOMINIUM,0,1472568,0,37964,37964,0,Multifamily Housing,37964.0,,,,,Multifamily,Multifamily Housing,,,37964.0,0.0,0.0,37964.0,1.0,0.0,0.0,D
1665,1685,23181,8590000000,2019,Multifamily LR (1-4),TERRY TERRACE,45271,566350,0,22402,22402,0,Multifamily Housing,22402.0,,,,,Multifamily,Multifamily Housing,,,22402.0,0.0,0.0,22402.0,1.0,0.0,0.0,E
1666,1686,23182,8590400400,2019,Multifamily MR (5-9),LANDES APARTMENTS,1429109,1532176,0,97490,69997,27493,Multifamily Housing,69997.0,Parking,27493.0,,,Multifamily,Multifamily Housing,,,69997.0,27493.0,0.0,97490.0,0.7179915888809109,0.2820084111190891,0.0,B
1667,1687,23184,8590400465,2019,Multifamily MR (5-9),ZINDORF APTS,0,1142729,0,30985,30985,0,Multifamily Housing,31841.0,Parking,0.0,,,Multifamily,Multifamily Housing,,,31841.0,0.0,0.0,31841.0,1.0,0.0,0.0,D
1668,1688,23187,8590400485,2019,Multifamily LR (1-4),SEVENTH & JAMES,3138732,1939870,0,109874,71226,38648,Multifamily Housing,71226.0,Parking,38648.0,,,Multifamily,Multifamily Housing,,,71226.0,38648.0,0.0,109874.0,0.6482516336894989,0.3517483663105011,0.0,B
1669,1689,23189,3834500625,2019,Multifamily LR (1-4),BROOKVIEW APTS,0,655441,0,37692,27951,9741,Multifamily Housing,23986.0,,,,,Multifamily,Multifamily Housing,,,23986.0,0.0,0.0,23986.0,1.0,0.0,0.0,E
1670,1690,23191,3834500690,2019,Multifamily LR (1-4),VILLAGER APARTMENTS,0,696176,0,31744,29773,1971,Multifamily Housing,31744.0,,,,,Multifamily,Multifamily Housing,,,31744.0,0.0,0.0,31744.0,1.0,0.0,0.0,D
1671,1691,23196,3865400010,2019,Multifamily LR (1-4),PARK HILL APTS,0,948297,0,35000,35000,0,Multifamily Housing,35000.0,,,,,Multifamily,Multifamily Housing,,,35000.0,0.0,0.0,35000.0,1.0,0.0,0.0,D
1672,1692,23204,3869400560,2019,SPS-District K-12,MAPLE ELEMENTARY SCHOOL(SPS-DISTRICT),834778,989989,0,50546,50546,0,K-12 School,54130.0,,,,,Campus,K-12 School,,,54130.0,0.0,0.0,54130.0,1.0,0.0,0.0,C
1673,1693,23212,3876900005,2019,Multifamily LR (1-4),LA CHARME,859073,561841,0,36837,36837,0,Multifamily Housing,36837.0,Parking,0.0,,,Multifamily,Multifamily Housing,,,36837.0,0.0,0.0,36837.0,1.0,0.0,0.0,D
1674,1694,23213,3876900015,2019,Multifamily LR (1-4),MERCEDES APTS,2131294,448382,0,39520,39520,0,Multifamily Housing,39520.0,,,,,Multifamily,Multifamily Housing,,,39520.0,0.0,0.0,39520.0,1.0,0.0,0.0,D
1675,1695,23215,3876900040,2019,Multifamily LR (1-4),LOLA APTS,557674,619857,0,41420,41420,0,Multifamily Housing,41420.0,,,,,Multifamily,Multifamily Housing,,,41420.0,0.0,0.0,41420.0,1.0,0.0,0.0,D
1676,1696,23216,3876900055,2019,Multifamily LR (1-4),CHELAN APTS,1311662,175721,0,20798,20798,0,Multifamily Housing,20798.0,,,,,Multifamily,Multifamily Housing,,,20798.0,0.0,0.0,20798.0,1.0,0.0,0.0,E
1677,1697,23220,3876900140,2019,Multifamily LR (1-4),FRANCONIA APT,1732820,258716,0,32693,27035,5658,Multifamily Housing,27035.0,Parking,0.0,,,Multifamily,Multifamily Housing,,,27035.0,0.0,0.0,27035.0,1.0,0.0,0.0,E
1678,1698,23222,7579201085,2019,Multifamily LR (1-4),SAN JUAN APTS,0,715845,0,29811,23553,6258,Multifamily Housing,23553.0,Parking,6258.0,,,Multifamily,Multifamily Housing,,,23553.0,6258.0,0.0,29811.0,0.7900774881755057,0.2099225118244943,0.0,E
1679,1699,23223,7579201105,2019,Multifamily MR (5-9),HUDSON SQUARE APTS,0,580590,0,22606,22606,0,Multifamily Housing,19531.0,Office,3075.0,,,Multifamily,Multifamily Housing,Office,,19531.0,3075.0,0.0,22606.0,0.8639741661505795,0.1360258338494205,0.0,E
1680,1700,23226,7588700346,2019,Multifamily LR (1-4),FORTY SEVEN APTS,0,412426,0,23381,23381,0,Multifamily Housing,23381.0,Parking,3500.0,,,Multifamily,Multifamily Housing,,,23381.0,3500.0,0.0,26881.0,0.8697965105464827,0.1302034894535173,0.0,E
1681,1701,23228,7589200051,2019,NonResidential,SAFEWAY STORE # 1143,3170970,9774032,0,45522,45522,0,Supermarket/Grocery Store,45522.0,Parking,0.0,,,NonResidential,Supermarket/Grocery Store,,,45522.0,0.0,0.0,45522.0,1.0,0.0,0.0,D
1682,1702,23231,7608700007,2019,NonResidential,BITTER LAKE PLAZA,0,595562,0,20088,20088,0,Office,20088.0,,,,,NonResidential,Office,,,20088.0,0.0,0.0,20088.0,1.0,0.0,0.0,E
1683,1703,23674,2902201025,2019,NonResidential,2345 EASTLAKE,0,1618488,0,57132,35224,21908,Office,33705.0,Parking,21908.0,,,NonResidential,Office,,,33705.0,21908.0,0.0,55613.0,0.6060633305162462,0.3939366694837538,0.0,C
1684,1704,23240,7621700015,2019,Multifamily LR (1-4),COYOTE RESTAURANT/APARTMENT,0,1112658,0,27328,23820,3508,Multifamily Housing,23466.0,Restaurant,3862.0,Parking,3508.0,Multifamily,Multifamily Housing,Restaurant,,23466.0,3862.0,3508.0,30836.0,0.7609936437929693,0.125243222207809,0.1137631339992217,D
1685,1705,23242,7624700100,2019,Multifamily MR (5-9),THE BLAKE APTS (Built Green 3 Star Certified),749942,1707801,0,72356,72356,0,Multifamily Housing,62989.0,Parking,28670.0,,,Multifamily,Multifamily Housing,,,62989.0,28670.0,0.0,91659.0,0.6872102030351629,0.312789796964837,0.0,B
1686,1706,23251,7625701325,2019,Multifamily LR (1-4),SUNSET VISTA APTS,0,495564,0,24180,24180,0,Multifamily Housing,24180.0,,,,,Multifamily,Multifamily Housing,,,24180.0,0.0,0.0,24180.0,1.0,0.0,0.0,E
1687,1708,23259,7666700390,2019,Campus,PORT OF SEATTLE- TERMINAL 106 (CAMPUS),0,2413043,0,576750,576750,0,Non-Refrigerated Warehouse,522727.0,Office,43640.0,"Repair Services (Vehicle, Shoe, Locksmith, etc)",20480.0,Campus,Non-Refrigerated Warehouse,Office,Services,522727.0,43640.0,20480.0,586847.0,0.890738131063122,0.0743635053088794,0.0348983636279984,A
1688,1709,23265,7666701220,2019,Campus,TERMINAL 102 PORT OF SEATTLE - CAMPUS,2077307,4170020,0,139557,139557,0,Office,138907.0,Other,650.0,,,Campus,Office,Other,,138907.0,650.0,0.0,139557.0,0.9953424048954908,0.0046575951045092,0.0,B
1689,1710,23268,7666701250,2019,NonResidential,HARBOR MARINA BLDGS E & F,77764,2398915,0,60657,40657,20000,Office,40657.0,Parking,0.0,,,NonResidential,Office,,,40657.0,0.0,0.0,40657.0,1.0,0.0,0.0,D
1690,1711,23271,7666701356,2019,Campus,PORT OF SEATTLE- TERMINAL 18 (CAMPUS),0,59729994,0,51000,51000,0,"Repair Services (Vehicle, Shoe, Locksmith, etc)",40661.0,Office,40154.0,Other,27101.0,Campus,Services,Office,Other,40661.0,40154.0,27101.0,107916.0,0.3767837948033656,0.3720856962822936,0.2511305089143408,B
1691,1712,23277,7666702210,2019,NonResidential,HARDWARE SPECIALTY CO,0,175487,0,20200,20200,0,Non-Refrigerated Warehouse,20200.0,,,,,NonResidential,Non-Refrigerated Warehouse,,,20200.0,0.0,0.0,20200.0,1.0,0.0,0.0,E
1692,1713,23284,8590400750,2019,Multifamily HR (10+),JEFFERSON TERRACE,12324080,4762879,0,212938,212938,0,Multifamily Housing,199136.0,Other/Specialty Hospital,13802.0,,,Multifamily,Multifamily Housing,Hospital,,199136.0,13802.0,0.0,212938.0,0.9351830110172914,0.0648169889827085,0.0,B
1693,1714,23285,8590400755,2019,Multifamily LR (1-4),TERRACE CREST APT'S,1243607,284455,0,32688,32688,0,Multifamily Housing,29370.0,Parking,3318.0,,,Multifamily,Multifamily Housing,,,29370.0,3318.0,0.0,32688.0,0.8984948604992657,0.1015051395007342,0.0,D
1694,1715,23286,8590400790,2019,Multifamily LR (1-4),BAY RIDGE COURT,2648426,533489,0,50145,46445,3700,Multifamily Housing,46445.0,Parking,3700.0,,,Multifamily,Multifamily Housing,,,46445.0,3700.0,0.0,50145.0,0.9262139794595672,0.0737860205404327,0.0,C
1695,1716,23287,8590400825,2019,Multifamily HR (10+),Skyline at First Hill,0,17656708,0,629615,455459,174156,Multifamily Housing,629615.0,Parking,121056.0,,,Multifamily,Multifamily Housing,,,629615.0,121056.0,0.0,750671.0,0.8387362772772626,0.1612637227227374,0.0,A
1696,1717,23288,8590400865,2019,Multifamily LR (1-4),CLARWOOD APARTMENTS,1588832,223187,0,24900,24900,0,Multifamily Housing,24900.0,,,,,Multifamily,Multifamily Housing,,,24900.0,0.0,0.0,24900.0,1.0,0.0,0.0,E
1697,1718,23289,8590400870,2019,Multifamily LR (1-4),ENVOY APARTMENTS,1547239,179887,0,25380,25380,0,Multifamily Housing,25380.0,,,,,Multifamily,Multifamily Housing,,,25380.0,0.0,0.0,25380.0,1.0,0.0,0.0,E
1698,1719,23290,8590400890,2019,Multifamily MR (5-9),WESTLAKE II,0,0,0,32489,27397,5092,Multifamily Housing,20346.0,,,,,Multifamily,Multifamily Housing,,,20346.0,0.0,0.0,20346.0,1.0,0.0,0.0,E
1699,1720,23292,8590400905,2019,Multifamily HR (10+),"M STREET APTS, RETAIL, & OFFICE",1948174,10849699,0,332781,237425,95356,Multifamily Housing,173204.0,,,,,Multifamily,Multifamily Housing,,,173204.0,0.0,0.0,173204.0,1.0,0.0,0.0,B
1700,1721,23293,8590400910,2019,Multifamily LR (1-4),MADISON APTS,2264117,892202,0,54770,54770,0,Multifamily Housing,39360.0,,,,,Multifamily,Multifamily Housing,,,39360.0,0.0,0.0,39360.0,1.0,0.0,0.0,D
1701,1722,23295,8590400931,2019,Multifamily LR (1-4),WESTMINSTER APARTMENTS,54472,277216,0,33872,31979,1893,Multifamily Housing,26100.0,Parking,1893.0,,,Multifamily,Multifamily Housing,,,26100.0,1893.0,0.0,27993.0,0.9323759511306398,0.0676240488693602,0.0,E
1702,1723,23297,8590900085,2019,NonResidential,ST JAMES CATHEDRAL & RECTORY,563912,1141766,2152290,44086,44086,0,Residence Hall/Dormitory,44091.0,,,,,NonResidential,Residence Hall/Dormitory,,,44091.0,0.0,0.0,44091.0,1.0,0.0,0.0,D
1703,1724,23300,8590900145,2019,Multifamily LR (1-4),CHERRY TERRACE,0,902027,0,24039,24039,0,Multifamily Housing,24039.0,,,,,Multifamily,Multifamily Housing,,,24039.0,0.0,0.0,24039.0,1.0,0.0,0.0,E
1704,1725,23301,8590900160,2019,Multifamily MR (5-9),HARBORVIEW APTS,2331443,563669,0,45564,45564,0,Multifamily Housing,45564.0,,,,,Multifamily,Multifamily Housing,,,45564.0,0.0,0.0,45564.0,1.0,0.0,0.0,D
1705,1726,23303,8590900225,2019,Multifamily LR (1-4),423 TERRY,0,921210,0,39990,39990,0,Multifamily Housing,28000.0,,,,,Multifamily,Multifamily Housing,,,28000.0,0.0,0.0,28000.0,1.0,0.0,0.0,E
1706,1727,23304,8590900410,2019,Multifamily HR (10+),HILLTOP HOUSE,358188,1955442,3170140,92183,92183,0,Multifamily Housing,92183.0,,,,,Multifamily,Multifamily Housing,,,92183.0,0.0,0.0,92183.0,1.0,0.0,0.0,B
1707,1728,23305,8590900450,2019,Multifamily LR (1-4),THE ENGLEWOOD APTS,932688,509281,0,25316,25316,0,Multifamily Housing,25316.0,,,,,Multifamily,Multifamily Housing,,,25316.0,0.0,0.0,25316.0,1.0,0.0,0.0,E
1708,1729,23306,8590900455,2019,Multifamily LR (1-4),THE MONTICELLO APTS,0,1675910,0,51098,51098,0,Multifamily Housing,51098.0,,,,,Multifamily,Multifamily Housing,,,51098.0,0.0,0.0,51098.0,1.0,0.0,0.0,C
1709,1730,23307,8590900485,2019,Multifamily MR (5-9),PORTICO APTS,0,1086141,0,57042,42952,14090,Multifamily Housing,42952.0,Parking,14090.0,,,Multifamily,Multifamily Housing,,,42952.0,14090.0,0.0,57042.0,0.7529890256302374,0.2470109743697626,0.0,C
